step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
5,CASH_IN,75978.27,C1694355353,4801942.23,4877920.49,C1261031890,98446.83,22468.56,0,0
5,CASH_IN,396286.33,C166788150,4877920.49,5274206.82,C909295153,7490080,6661385.87,0,0
5,CASH_IN,82914.35,C104803851,5274206.82,5357121.18,C766681183,1.04E+07,1.24E+07,0,0
5,CASH_IN,83707.76,C94398724,5357121.18,5440828.93,C1891031939,166613.07,82905.31,0,0
5,CASH_IN,17431.43,C262926126,5440828.93,5458260.36,C248609774,6736054.44,6393139.71,0,0
5,CASH_IN,76579.67,C28615585,5458260.36,5534840.03,C1587143371,531883,181733.94,0,0
5,CASH_IN,197165.91,C2122615530,5534840.03,5732005.94,C306206744,7541168.52,7129559.36,0,0
5,CASH_IN,5159.29,C2020226167,5732005.94,5737165.23,C1670479841,21885,0,0,0
5,CASH_IN,40210.51,C677930699,5737165.23,5777375.74,C1146719991,51337.45,11126.94,0,0
5,CASH_IN,158367.85,C216359372,5777375.74,5935743.59,C33524623,448276.17,289908.33,0,0
5,CASH_IN,81886.69,C1458334048,5935743.59,6017630.28,C1259769769,109421.19,27534.5,0,0
5,CASH_IN,176095.63,C2139895366,6017630.28,6193725.92,C1234776885,1623962.37,944225.12,0,0
5,CASH_IN,258127.75,C347691330,6193725.92,6451853.66,C1303868418,5515949.57,4313939.72,0,0
5,CASH_IN,378866.85,C863351064,6451853.66,6830720.52,C1303868418,5257821.82,4313939.72,0,0
5,CASH_IN,281300.4,C107444607,6830720.52,7112020.91,C1590550415,1.82E+07,1.64E+07,0,0
5,CASH_IN,16427.61,C407327219,7112020.91,7128448.52,C1917025677,78422.43,61994.82,0,0
5,CASH_IN,157301.05,C1189771504,7128448.52,7285749.57,C885951223,168502.4,11201.36,0,0
5,CASH_IN,644028.87,C1485438020,7285749.57,7929778.44,C1446521801,5222970.47,4670978.14,0,0
5,CASH_IN,375306.09,C1704512171,7929778.44,8305084.52,C1674899618,6894729.18,6161537.75,0,0
5,CASH_IN,44538.32,C1207093026,8305084.52,8349622.85,C542895457,93380.65,48842.33,0,0
5,CASH_IN,119336.24,C1388972756,8349622.85,8468959.09,C832279283,148278.19,28941.95,0,0
5,CASH_IN,255710.36,C1161209621,8468959.09,8724669.46,C1590550415,1.79E+07,1.64E+07,0,0
5,CASH_IN,94588.1,C1717104778,8724669.46,8819257.56,C1397088232,152984,0,0,0
5,CASH_IN,231917.45,C935522484,8819257.56,9051175,C1816757085,9115414.77,8743280.64,0,0
5,CASH_IN,84189.52,C903663666,9051175,9135364.53,C1653859230,88475.76,4286.23,0,0
5,CASH_IN,49251.21,C1159911315,9135364.53,9184615.73,C459857341,105680.92,56429.71,0,0
5,CASH_IN,257208.23,C1692381981,9184615.73,9441823.96,C2118255842,423950.88,166742.65,0,0
5,CASH_IN,20337.14,C1144567906,9441823.96,9462161.1,C1761291320,193361.51,173024.37,0,0
5,CASH_IN,74948.39,C397847959,9462161.1,9537109.49,C214774813,1.34E+07,1.30E+07,0,0
5,CASH_IN,243756.18,C1157328573,9537109.49,9780865.67,C1303868418,4878954.97,4313939.72,0,0
5,CASH_IN,21391.13,C1571125860,9780865.67,9802256.8,C985934102,1796138.08,1589065.96,0,0
5,CASH_IN,31416.69,C1558127130,9802256.8,9833673.49,C932583850,6963508.84,6932092.15,0,0
5,CASH_IN,123951.78,C2116548099,9833673.49,9957625.27,C1794893473,141505,3416.33,0,0
5,CASH_IN,67056.65,C1630986748,9957625.27,1.00E+07,C1926673338,271710.52,204653.87,0,0
5,CASH_IN,20410.45,C389464548,1.00E+07,1.00E+07,C283747838,20608,0,0,0
5,CASH_IN,29351.64,C853343978,1.00E+07,1.01E+07,C187649742,99535.4,19647.88,0,0
5,CASH_IN,58431.85,C1938456924,1.01E+07,1.01E+07,C451111351,3842816,3678302.15,0,0
5,CASH_IN,182501.56,C627419088,1.01E+07,1.03E+07,C1076835071,245514.21,63012.65,0,0
5,CASH_IN,17101.74,C83721081,1.03E+07,1.03E+07,C1997859171,84261.95,60314.73,0,0
5,CASH_IN,24248.86,C1359212194,1.03E+07,1.04E+07,C2083562754,2748383.99,2808555.73,0,0
5,CASH_IN,585796.59,C1982072255,1.04E+07,1.09E+07,C728526866,5925754.14,5154700.22,0,0
5,CASH_IN,12163.38,C2121754508,1.09E+07,1.10E+07,C667346055,1.02E+07,9827546.97,0,0
5,CASH_IN,208834.32,C289336712,1.10E+07,1.12E+07,C662736689,4775319.66,4429394.13,0,0
5,CASH_IN,360262.92,C1594259443,1.12E+07,1.15E+07,C1590550415,1.76E+07,1.64E+07,0,0
5,CASH_IN,129630.74,C165255249,1.15E+07,1.17E+07,C1850042097,336737.08,84362.06,0,0
5,CASH_IN,130078.54,C1289213409,1.17E+07,1.18E+07,C667346055,1.01E+07,9827546.97,0,0
5,CASH_IN,125558.59,C719528798,1.18E+07,1.19E+07,C644345897,1063443.49,652290.45,0,0
5,CASH_IN,357885.34,C1186361374,1.19E+07,1.23E+07,C1674899618,6519423.1,6161537.75,0,0
5,CASH_IN,281196.15,C57172873,1.23E+07,1.25E+07,C214774813,1.33E+07,1.30E+07,0,0
5,CASH_IN,59784.87,C1910687448,1.25E+07,1.26E+07,C71364493,107613,23122.31,0,0
5,CASH_IN,181240.21,C1109979753,1.26E+07,1.28E+07,C657736958,5384343.15,5203102.94,0,0
5,CASH_IN,140216.68,C929782962,1.28E+07,1.29E+07,C1816757085,8883497.32,8743280.64,0,0
5,CASH_IN,81126.42,C2002720253,1.29E+07,1.30E+07,C434091818,108733.31,27606.88,0,0
5,PAYMENT,718.51,C275569096,1283,564.49,M357751318,0,0,0,0
5,CASH_IN,861582.21,C2016512706,564.49,862146.7,C1590550415,1.73E+07,1.64E+07,0,0
5,CASH_IN,185257.33,C2010024132,862146.7,1047404.03,C728526866,5339957.55,5154700.22,0,0
5,CASH_IN,250891.95,C18529644,1047404.03,1298295.98,C1167066016,955637.72,455191.58,0,0
5,CASH_IN,119072.9,C43734323,1298295.98,1417368.88,C716083600,1487676.44,1423811.37,0,0
5,CASH_IN,101055.18,C1980278840,1417368.88,1518424.06,C392292416,4397452.99,4296397.8,0,0
5,CASH_IN,128336.28,C1971558037,1518424.06,1646760.35,C539058198,147338,19001.72,0,0
5,CASH_IN,71887,C564569236,1646760.35,1718647.34,C660143728,103167.33,160577.57,0,0
5,CASH_IN,366645.12,C2035048286,1718647.34,2085292.46,C1870252780,6800716.51,6434071.39,0,0
5,CASH_IN,281593.55,C1253466407,2085292.46,2366886.01,C1789550256,2772312.14,2490718.59,0,0
5,CASH_IN,145475.51,C594043354,2366886.01,2512361.52,C634440506,263109.52,117634.01,0,0
5,CASH_IN,380950.81,C939455271,2512361.52,2893312.33,C1303868418,4635198.78,4313939.72,0,0
5,CASH_IN,566903.96,C752090153,2893312.33,3460216.29,C1782113663,1473468.42,906564.46,0,0
5,CASH_IN,201464.96,C1435836365,3460216.29,3661681.26,C1750563752,500147.76,298682.8,0,0
5,CASH_IN,16593.82,C890491412,3661681.26,3678275.07,C1526298704,32092.07,15498.25,0,0
5,CASH_IN,78588.13,C1966372954,3678275.07,3756863.21,C1721246982,955069.95,876481.82,0,0
5,CASH_IN,185680.98,C1186328673,3756863.21,3942544.19,C985934102,1774746.94,1589065.96,0,0
5,CASH_IN,67017.13,C1000600589,3942544.19,4009561.32,C1163619825,118844.67,51827.53,0,0
5,CASH_IN,122744.28,C277549599,4009561.32,4132305.6,C1850042097,207106.34,84362.06,0,0
5,CASH_IN,414729.24,C1185631996,4132305.6,4547034.84,C991505714,2109808.94,1695079.69,0,0
5,CASH_IN,328776.1,C804559024,4547034.84,4875810.94,C977993101,1019467.84,962737.6,0,0
5,CASH_IN,50535.87,C189993695,4875810.94,4926346.82,C187649742,70183.75,19647.88,0,0
5,CASH_IN,10870.95,C1124131392,4926346.82,4937217.76,C769507769,84466.1,73595.15,0,0
5,CASH_IN,44694.86,C1598068850,4937217.76,4981912.63,C1459035867,58638.78,13943.92,0,0
5,CASH_IN,208812.28,C1417325106,4981912.63,5190724.91,C801142660,1482025.15,1273212.87,0,0
5,CASH_IN,146193.7,C1194106760,5190724.91,5336918.6,C146305349,344441.76,198248.07,0,0
5,CASH_IN,201261.11,C58353615,5336918.6,5538179.71,C564160838,217964.09,16702.98,0,0
5,CASH_IN,132745.75,C1478683866,5538179.71,5670925.46,C1234776885,1447866.74,944225.12,0,0
5,CASH_IN,102749.59,C1493755606,5670925.46,5773675.05,C709091500,265635.7,162886.11,0,0
5,CASH_IN,425052.43,C2063332000,5773675.05,6198727.47,C1286084959,2648013.13,2222960.7,0,0
5,CASH_IN,133038.81,C711964207,6198727.47,6331766.28,C909295153,7093793.67,6661385.87,0,0
5,CASH_IN,44347.45,C1709493124,6331766.28,6376113.74,C476179877,123755.39,79407.93,0,0
5,CASH_IN,542616.63,C2068103096,6376113.74,6918730.36,C1262822392,1.21E+07,1.35E+07,0,0
5,CASH_IN,178230.41,C1578052738,6918730.36,7096960.77,C662736689,4566485.34,4429394.13,0,0
5,CASH_IN,138641.99,C159791010,7096960.77,7235602.76,C1680630881,159603,11865.12,0,0
5,CASH_IN,61663.75,C1258120701,7235602.76,7297266.51,C1883840933,1.73E+07,1.69E+07,0,0
5,PAYMENT,5922.53,C337295973,21103,15180.47,M861339480,0,0,0,0
5,PAYMENT,3046.6,C190182839,11626,8579.4,M715570093,0,0,0,0
5,PAYMENT,4158.31,C1798239502,8579.4,4421.09,M1871084300,0,0,0,0
5,PAYMENT,4372.99,C1264243462,42146,37773.01,M1421763091,0,0,0,0
5,PAYMENT,6448.84,C1218734863,52102.3,45653.46,M338048780,0,0,0,0
5,PAYMENT,72.23,C167318637,45653.46,45581.23,M787497403,0,0,0,0
5,PAYMENT,2168.82,C1172814713,45581.23,43412.41,M1616673438,0,0,0,0
5,PAYMENT,2593.74,C566710404,43412.41,40818.67,M219553950,0,0,0,0
5,PAYMENT,4216.05,C1968340534,40818.67,36602.62,M1985569416,0,0,0,0
5,PAYMENT,6736.13,C1837195191,36602.62,29866.49,M1370456137,0,0,0,0
5,PAYMENT,4295.28,C929757060,29866.49,25571.22,M177901251,0,0,0,0
5,PAYMENT,15192.75,C1828787392,25571.22,10378.46,M1073835233,0,0,0,0
5,PAYMENT,2043.8,C540501426,10378.46,8334.66,M2114259937,0,0,0,0
5,PAYMENT,3320.35,C457684981,8334.66,5014.31,M1349166616,0,0,0,0
5,PAYMENT,26074.81,C1265324882,5014.31,0,M493294557,0,0,0,0
5,PAYMENT,10381.46,C993650587,0,0,M1055317122,0,0,0,0
5,PAYMENT,2271.07,C797374927,0,0,M182124057,0,0,0,0
5,PAYMENT,17315.71,C2116802022,0,0,M1990268013,0,0,0,0
5,PAYMENT,1307.41,C1861338103,0,0,M864469510,0,0,0,0
5,PAYMENT,6279.22,C321041781,0,0,M1843321088,0,0,0,0
5,PAYMENT,25360.86,C223363383,0,0,M138617961,0,0,0,0
5,PAYMENT,8392.42,C239902985,0,0,M364998425,0,0,0,0
5,PAYMENT,3042.06,C437771631,0,0,M199676456,0,0,0,0
5,PAYMENT,14144.91,C1623813812,0,0,M2129554451,0,0,0,0
5,PAYMENT,11089.05,C1521891844,0,0,M1736230120,0,0,0,0
5,PAYMENT,2519.75,C1282128509,25335,22815.25,M1105778967,0,0,0,0
5,PAYMENT,4516.48,C719699252,52503,47986.52,M725579524,0,0,0,0
5,PAYMENT,2964.64,C974559308,47986.52,45021.88,M1035062904,0,0,0,0
5,DEBIT,2357.56,C976935143,1074,0,C444920847,41351.37,43708.94,0,0
5,TRANSFER,29352.63,C1785536499,50904,21551.37,C1725097945,19248.7,48601.33,0,0
5,CASH_OUT,84024.67,C1689730570,21551.37,0,C40075281,179176.65,263201.31,0,0
5,DEBIT,2746.99,C1472659178,453426,450679.01,C1826334428,45730.94,48477.94,0,0
5,DEBIT,1382.4,C995621141,8684,7301.6,C598551831,58269.88,46515.29,0,0
5,PAYMENT,4585.58,C969407243,68115,63529.42,M1683866967,0,0,0,0
5,PAYMENT,6831.43,C76306072,4024,0,M1542221,0,0,0,0
5,PAYMENT,6016.97,C109978855,27025,21008.03,M208875036,0,0,0,0
5,PAYMENT,1690.65,C1789759900,925,0,M1455696228,0,0,0,0
5,PAYMENT,4669.87,C555390535,49345,44675.13,M873226166,0,0,0,0
5,PAYMENT,4739.77,C841681370,468,0,M1171491314,0,0,0,0
5,TRANSFER,1221.69,C814647201,52332,51110.31,C1211297851,34410.65,35632.33,0,0
5,PAYMENT,252.71,C1713999849,117177,116924.29,M203829039,0,0,0,0
5,PAYMENT,642.27,C1432599360,41595,40952.73,M286559682,0,0,0,0
5,DEBIT,2166.22,C1005063886,206562,204395.78,C1937962514,8383.29,10549.51,0,0
5,PAYMENT,2151.85,C101319115,47828.13,45676.28,M1325077489,0,0,0,0
5,PAYMENT,22553.97,C2075454833,45676.28,23122.31,M5313207,0,0,0,0
5,PAYMENT,6229.86,C1451450159,59942,53712.14,M1089579669,0,0,0,0
5,PAYMENT,4303.39,C477239455,463,0,M348026124,0,0,0,0
5,PAYMENT,5576.3,C1485318803,2797,0,M367035925,0,0,0,0
5,CASH_OUT,211418.41,C433767126,0,0,C453211571,4790173.09,5174801.52,0,0
5,PAYMENT,7775.3,C2116797172,615460,607684.7,M1743696656,0,0,0,0
5,PAYMENT,1911.57,C1991201238,20964,19052.43,M967631271,0,0,0,0
5,PAYMENT,3259.56,C422619140,264,0,M198503937,0,0,0,0
5,PAYMENT,2812.07,C133775180,2931,118.93,M1501976525,0,0,0,0
5,CASH_IN,224763.96,C1164616817,118.93,224882.89,C1234776885,1315120.99,944225.12,0,0
5,CASH_IN,106082,C1776483899,224882.89,330964.89,C451111351,3784384.15,3678302.15,0,0
5,CASH_IN,197677.22,C665829140,330964.89,528642.11,C1167066016,704745.77,455191.58,0,0
5,CASH_IN,439939.28,C1291627539,528642.11,968581.39,C1883840933,1.72E+07,1.69E+07,0,0
5,CASH_IN,166437.13,C1545982161,968581.39,1135018.52,C1413871034,177248.23,10811.1,0,0
5,CASH_IN,131815.57,C583593544,1135018.52,1266834.1,C1023714065,2182677.05,2050861.47,0,0
5,CASH_IN,214443.25,C2017833498,1266834.1,1481277.35,C306206744,7344002.61,7129559.36,0,0
5,CASH_IN,482855.36,C1374688565,1481277.35,1964132.71,C665576141,6249500.06,5766644.71,0,0
5,CASH_IN,37831.13,C589423746,1964132.71,2001963.84,C20671747,89079.66,51248.53,0,0
5,CASH_IN,504968.12,C1182725120,2001963.84,2506931.96,C1916720513,6778025.76,6273057.64,0,0
5,CASH_IN,188573.55,C335436727,2506931.96,2695505.51,C667346055,1.00E+07,9827546.97,0,0
5,CASH_IN,285594.46,C1115073856,2695505.51,2981099.97,C644345897,937884.9,652290.45,0,0
5,CASH_IN,301488.1,C1851741304,2981099.97,3282588.06,C481402298,519050.1,217562.01,0,0
5,CASH_IN,13564.12,C1605399367,3282588.06,3296152.19,C1094528209,239762.75,226198.62,0,0
5,CASH_IN,182825.43,C1056094437,3296152.19,3478977.61,C786116491,355295,0,0,0
5,CASH_IN,299368.99,C1226378966,3478977.61,3778346.61,C909295153,6960754.86,6661385.87,0,0
5,CASH_IN,77655.59,C1567719193,3778346.61,3856002.2,C2004013670,107409,29753.41,0,0
5,CASH_IN,833.39,C25630139,3856002.2,3856835.59,C836514715,411058.34,410224.95,0,0
5,CASH_IN,325483.3,C706322686,3856835.59,4182318.89,C248609774,6718623.01,6393139.71,0,0
5,CASH_IN,51876.97,C729248981,4182318.89,4234195.86,C1167066016,507068.55,455191.58,0,0
5,CASH_IN,24734.93,C2099793685,4234195.86,4258930.79,C787033725,460685,646196.83,0,0
5,CASH_IN,6845.48,C1153152966,4258930.79,4265776.26,C1997859171,67160.21,60314.73,0,0
5,CASH_IN,37872.44,C591589887,4265776.26,4303648.7,C1062254208,43822.9,5950.46,0,0
5,CASH_IN,72980.01,C855894174,4303648.7,4376628.71,C1933965693,200348,127367.99,0,0
5,CASH_IN,146131.91,C216815884,4376628.71,4522760.62,C1234776885,1090357.03,944225.12,0,0
5,PAYMENT,4287.23,C359713488,9556,5268.77,M554241160,0,0,0,0
5,PAYMENT,2513.72,C224544559,18024,15510.28,M1671973814,0,0,0,0
5,PAYMENT,2305.22,C1880959833,15510.28,13205.07,M429462686,0,0,0,0
5,PAYMENT,4610.54,C106787773,13205.07,8594.52,M663317819,0,0,0,0
5,PAYMENT,4205.98,C1054334320,8594.52,4388.54,M1866142672,0,0,0,0
5,PAYMENT,11691.84,C43402513,4388.54,0,M1855590605,0,0,0,0
5,PAYMENT,2011.87,C1856400435,0,0,M1504987044,0,0,0,0
5,TRANSFER,102359.17,C1773813582,11682,0,C769342184,1.29E+07,1.30E+07,0,0
5,CASH_OUT,89293.11,C1469597388,0,0,C1538745405,139849.81,229142.92,0,0
5,PAYMENT,3743.99,C176320504,34771,31027.01,M1911586923,0,0,0,0
5,PAYMENT,9675.69,C1233686868,101947,92271.31,M1546846351,0,0,0,0
5,PAYMENT,3212.82,C1171736926,62669,59456.18,M810646103,0,0,0,0
5,PAYMENT,1723.33,C1037983544,59456.18,57732.85,M2041386868,0,0,0,0
5,PAYMENT,12603.14,C105856166,57732.85,45129.71,M1039629818,0,0,0,0
5,PAYMENT,2689.55,C1914684131,51430,48740.45,M1662549347,0,0,0,0
5,PAYMENT,3225.49,C483248042,10132,6906.51,M441672036,0,0,0,0
5,PAYMENT,4397.58,C374845463,835,0,M914629851,0,0,0,0
5,PAYMENT,195.22,C1149650230,11128,10932.78,M1163871363,0,0,0,0
5,CASH_OUT,81917.31,C1847825207,10932.78,0,C2083562754,2724135.13,2808555.73,0,0
5,CASH_OUT,38326.82,C2039926996,0,0,C1839337592,70713.92,109040.74,0,0
5,PAYMENT,2520.08,C265262373,82215,79694.92,M806073091,0,0,0,0
5,PAYMENT,6988.56,C1111700510,10339,3350.44,M219962610,0,0,0,0
5,PAYMENT,1270.66,C2114553545,142407,141136.34,M326611360,0,0,0,0
5,PAYMENT,2205.72,C1221559316,16725.71,14519.98,M668707379,0,0,0,0
5,PAYMENT,2892.22,C366370767,14519.98,11627.76,M989992548,0,0,0,0
5,PAYMENT,3181.68,C257546804,11627.76,8446.08,M1965650910,0,0,0,0
5,PAYMENT,13702.52,C1386640019,8446.08,0,M2034036629,0,0,0,0
5,PAYMENT,1574.63,C955581180,737,0,M108798399,0,0,0,0
5,PAYMENT,2573.24,C1739581705,0,0,M2045895214,0,0,0,0
5,PAYMENT,952.87,C1761864974,15214,14261.13,M236275784,0,0,0,0
5,PAYMENT,3143.95,C384438050,779,0,M1627160387,0,0,0,0
5,TRANSFER,60726.57,C383882703,60726.57,0,C1807010830,0,0,1,0
5,CASH_OUT,60726.57,C840095827,60726.57,0,C803116137,1.30E+07,1.31E+07,1,0
5,PAYMENT,2354.7,C1959219756,62103,59748.3,M2009218448,0,0,0,0
5,PAYMENT,5301.12,C1830261066,11492,6190.88,M1231232251,0,0,0,0
5,PAYMENT,40156.69,C125530569,6190.88,0,M1630790155,0,0,0,0
5,PAYMENT,10227.49,C822063782,29917,19689.51,M1630205062,0,0,0,0
5,PAYMENT,8411.86,C1023620179,553397,544985.14,M1138670146,0,0,0,0
5,DEBIT,1207.85,C242833949,99114,97906.15,C1438594533,20270,3382.84,0,0
5,PAYMENT,3728.6,C952172944,9552,5823.4,M482614135,0,0,0,0
5,PAYMENT,12472.53,C712949255,11071,0,M1855172839,0,0,0,0
5,PAYMENT,469.63,C1592713508,5556,5086.37,M1657624109,0,0,0,0
5,CASH_OUT,49804.17,C1025266421,5086.37,0,C456172878,175863.93,172958.83,0,0
5,PAYMENT,5693.64,C1316735289,20492,14798.36,M1739974163,0,0,0,0
5,PAYMENT,7840.38,C1874962678,14798.36,6957.98,M815125505,0,0,0,0
5,PAYMENT,1967.35,C540537131,10492,8524.65,M1752829504,0,0,0,0
5,PAYMENT,4260.13,C178163105,368,0,M347436335,0,0,0,0
5,PAYMENT,7959.58,C194277435,10729,2769.42,M866416391,0,0,0,0
5,PAYMENT,5080.22,C1294534487,2769.42,0,M1913266128,0,0,0,0
5,PAYMENT,360.38,C1521986562,328,0,M1253827612,0,0,0,0
5,PAYMENT,7683.38,C1336758691,17553.22,9869.84,M1836786457,0,0,0,0
5,PAYMENT,6453.51,C181097736,9869.84,3416.33,M524671817,0,0,0,0
5,PAYMENT,2161.3,C985702731,1830,0,M244788961,0,0,0,0
5,PAYMENT,6823.03,C1579440430,10299,3475.97,M1862946352,0,0,0,0
5,PAYMENT,8343.34,C1358917731,103368,95024.66,M1739111611,0,0,0,0
5,PAYMENT,3141.09,C465134665,671,0,M654299840,0,0,0,0
5,DEBIT,1826.28,C220774932,10285,8458.72,C728885526,229190.56,231016.85,0,0
5,PAYMENT,1216.39,C801634926,143314,142097.61,M2139900147,0,0,0,0
5,PAYMENT,2088.53,C658369552,18607,16518.47,M1825485441,0,0,0,0
5,PAYMENT,2558.03,C2093625852,974,0,M1637627206,0,0,0,0
5,PAYMENT,26921.32,C688457737,0,0,M818609427,0,0,0,0
5,PAYMENT,12438.52,C488795943,549128,536689.48,M496259008,0,0,0,0
5,PAYMENT,5743.03,C2084324667,50388,44644.97,M460922314,0,0,0,0
5,PAYMENT,472.71,C363594453,2082,1609.29,M721004015,0,0,0,0
5,PAYMENT,7002.74,C888289302,4103,0,M1731654671,0,0,0,0
5,PAYMENT,953.21,C318371990,304098,303144.79,M1967710715,0,0,0,0
5,PAYMENT,822.37,C1348421068,19826,19003.63,M10044740,0,0,0,0
5,PAYMENT,368.56,C1576607881,172469.57,172101.01,M1863075316,0,0,0,0
5,TRANSFER,92036.54,C1163336956,172101.01,80064.48,C1446521801,4578941.6,4670978.14,0,0
5,TRANSFER,166567.98,C263111287,80064.48,0,C1183572822,245770.79,412338.76,0,0
5,TRANSFER,1915470.93,C457660003,0,0,C1262822392,1.16E+07,1.35E+07,0,0
5,TRANSFER,339163.04,C376017690,0,0,C766681183,1.03E+07,1.24E+07,0,0
5,TRANSFER,41139.2,C1797578199,0,0,C662736689,4388254.93,4429394.13,0,0
5,TRANSFER,1716502.82,C316671934,0,0,C766681183,1.06E+07,1.24E+07,0,0
5,TRANSFER,1097510.65,C859156431,0,0,C97730845,1.30E+07,1.41E+07,0,0
5,TRANSFER,103759.56,C1771965424,0,0,C1883840933,1.68E+07,1.69E+07,0,0
5,TRANSFER,59691.76,C614054257,0,0,C1303868418,4254247.97,4313939.72,0,0
5,PAYMENT,7561.15,C920033195,105180,97618.85,M679681385,0,0,0,0
5,PAYMENT,25625.94,C828064258,97618.85,71992.91,M1491089257,0,0,0,0
5,PAYMENT,3032.18,C1518966801,9928,6895.82,M1783737980,0,0,0,0
5,PAYMENT,4758.17,C24226406,99328,94569.83,M1483972190,0,0,0,0
5,PAYMENT,538.17,C1311562833,5583,5044.83,M694790566,0,0,0,0
5,PAYMENT,3726.93,C625411191,21477.85,17750.92,M1635975151,0,0,0,0
5,PAYMENT,14368.08,C1239710170,17750.92,3382.84,M757386713,0,0,0,0
5,PAYMENT,6079.77,C819790006,18273,12193.23,M1180105925,0,0,0,0
5,PAYMENT,5274.02,C739665788,225,0,M668417314,0,0,0,0
5,PAYMENT,6678.65,C2144817630,121,0,M236333621,0,0,0,0
5,DEBIT,858.71,C287609100,153252,152393.29,C740950652,44255.66,45114.36,0,0
5,PAYMENT,1405.7,C260345895,152647,151241.3,M1251502504,0,0,0,0
5,PAYMENT,2092.99,C1977656652,104778,102685.01,M1090123277,0,0,0,0
5,PAYMENT,6324.03,C1809269661,31237,24912.97,M1653318246,0,0,0,0
5,PAYMENT,2399.58,C305242558,80570,78170.42,M494367851,0,0,0,0
5,PAYMENT,3044.66,C1290606579,78170.42,75125.76,M1934234778,0,0,0,0
5,DEBIT,4397.38,C1827239708,36481,32083.62,C1382717704,128823.03,133220.41,0,0
5,PAYMENT,5304.33,C1251709638,32083.62,26779.28,M1861043945,0,0,0,0
5,PAYMENT,5267.26,C1293967722,951545,946277.74,M1792454213,0,0,0,0
5,PAYMENT,4826.29,C2085428347,11097,6270.71,M2022950677,0,0,0,0
5,PAYMENT,227.6,C922145372,509876,509648.4,M1762522689,0,0,0,0
5,PAYMENT,15920.5,C2109182431,7004,0,M469391891,0,0,0,0
5,PAYMENT,3646.47,C454958850,21973,18326.53,M497507806,0,0,0,0
5,PAYMENT,1263.04,C1549733596,544,0,M356318598,0,0,0,0
5,PAYMENT,1808.31,C2117142060,29927,28118.69,M1499458969,0,0,0,0
5,PAYMENT,8182.9,C2102534528,29705,21522.1,M267400033,0,0,0,0
5,PAYMENT,977.36,C2030458069,40086,39108.64,M1603493193,0,0,0,0
5,PAYMENT,3617,C857811226,3570,0,M1036283684,0,0,0,0
5,DEBIT,2939.48,C1991193781,119621,116681.52,C510113906,8161.87,11101.36,0,0
5,PAYMENT,5288.3,C856901180,66748,61459.7,M163631293,0,0,0,0
5,PAYMENT,2716.81,C392377326,12154,9437.19,M417773355,0,0,0,0
5,PAYMENT,20563.52,C829239469,9437.19,0,M1051155205,0,0,0,0
5,PAYMENT,15330.96,C819323772,0,0,M497501602,0,0,0,0
5,PAYMENT,5435.76,C1167582947,0,0,M1106043431,0,0,0,0
5,PAYMENT,9144.91,C1581066085,0,0,M2031154005,0,0,0,0
5,PAYMENT,655.16,C55226986,0,0,M630298110,0,0,0,0
5,PAYMENT,49.61,C304125990,0,0,M1825856364,0,0,0,0
5,PAYMENT,28765.49,C979074430,0,0,M332149166,0,0,0,0
5,PAYMENT,42355.9,C96172633,0,0,M1274699449,0,0,0,0
5,PAYMENT,1119.39,C707492405,0,0,M1477996447,0,0,0,0
5,PAYMENT,32593.48,C103788407,0,0,M523839133,0,0,0,0
5,PAYMENT,4121.51,C1848778141,0,0,M1968038739,0,0,0,0
5,PAYMENT,16741.22,C249736858,0,0,M1488550933,0,0,0,0
5,PAYMENT,1220.13,C647580778,0,0,M1020552337,0,0,0,0
5,PAYMENT,12702.69,C668568559,0,0,M882053845,0,0,0,0
5,PAYMENT,4187.93,C1485169201,29903,25715.07,M1206580572,0,0,0,0
5,PAYMENT,4021.67,C738695357,12760,8738.33,M3027538,0,0,0,0
5,PAYMENT,290.66,C2009979916,8738.33,8447.67,M1729992636,0,0,0,0
5,PAYMENT,5290.34,C2001676690,64721,59430.66,M100805003,0,0,0,0
5,PAYMENT,3445.14,C532068603,283795.44,280350.31,M345865414,0,0,0,0
5,PAYMENT,17975.9,C437306494,280350.31,262374.4,M222947526,0,0,0,0
5,PAYMENT,4177.38,C655550708,12075,7897.62,M1486277532,0,0,0,0
5,PAYMENT,530.4,C1153025988,225668.11,225137.71,M108271693,0,0,0,0
5,PAYMENT,35994.44,C907089215,225137.71,189143.27,M1479926346,0,0,0,0
5,PAYMENT,16184.43,C1379436911,189143.27,172958.83,M1957188885,0,0,0,0
5,PAYMENT,5909.55,C1244536402,575,0,M1040093935,0,0,0,0
5,PAYMENT,5379.76,C731584462,1593,0,M489549653,0,0,0,0
5,PAYMENT,3592.05,C659271212,46686,43093.95,M1860905408,0,0,0,0
5,PAYMENT,7643.08,C490567348,4317,0,M1872258305,0,0,0,0
5,PAYMENT,2098.34,C366513168,20145,18046.66,M583668290,0,0,0,0
5,PAYMENT,5278.65,C1421101177,50,0,M2015924099,0,0,0,0
5,PAYMENT,3674.62,C700523674,50392,46717.38,M1542155234,0,0,0,0
5,PAYMENT,4.36,C761923430,9203,9198.64,M293786079,0,0,0,0
5,PAYMENT,1460.16,C835175041,236166,234705.84,M838015776,0,0,0,0
5,PAYMENT,6130.56,C1281325903,59652.28,53521.71,M1263814450,0,0,0,0
